method,pdt,repl,type,mrae
trmf,0.1,49,w,0.4735512363678013
trmf,0.1,49,o,9.13867812325379e-05
trmf,0.1,5,overall,0.2527594835239011
trmf,0.1,5,w,0.4605473587042402
trmf,0.1,5,o,9.037722904812901e-05
trmf,0.1,50,overall,0.2596312484037152
trmf,0.1,50,w,0.46776696911657156
trmf,0.1,50,o,8.480088911173091e-05
trmf,0.1,51,overall,0.25873590493221393
trmf,0.1,51,w,0.46779358134413473
trmf,0.1,51,o,8.60362204935095e-05
trmf,0.1,52,overall,0.2570064472904348
trmf,0.1,52,w,0.46662220682758937
trmf,0.1,52,o,8.757317887857109e-05
trmf,0.1,53,overall,0.2584601621651857
trmf,0.1,53,w,0.4670161571583018
trmf,0.1,53,o,9.469482571741839e-05
trmf,0.1,54,overall,0.2555694422201364
trmf,0.1,54,w,0.4609711198650939
trmf,0.1,54,o,9.24720663085446e-05
trmf,0.1,55,overall,0.2517706373462074
trmf,0.1,55,w,0.45606205130864
trmf,0.1,55,o,8.774429014456613e-05
trmf,0.1,56,overall,0.26363452351740485
trmf,0.1,56,w,0.47510506108589284
trmf,0.1,56,o,8.924908202771032e-05
trmf,0.1,57,overall,0.2658900167119188
trmf,0.1,57,w,0.4804165994843102
trmf,0.1,57,o,9.723274212350712e-05
trmf,0.1,58,overall,0.2603380230475598
trmf,0.1,58,w,0.47047538452844717
trmf,0.1,58,o,9.184900462978035e-05
trmf,0.1,59,overall,0.25626806004839037
trmf,0.1,59,w,0.46560993056837074
trmf,0.1,59,o,9.317526942365797e-05
trmf,0.1,6,overall,0.2523036353183097
trmf,0.1,6,w,0.4598794810038019
trmf,0.1,6,o,9.298584416166375e-05
trmf,0.1,60,overall,0.26544075205650575
trmf,0.1,60,w,0.47802811719111743
trmf,0.1,60,o,8.5966025090561e-05
trmf,0.1,61,overall,0.25402483088621036
trmf,0.1,61,w,0.46199906309644273
trmf,0.1,61,o,8.942365594217292e-05
trmf,0.1,62,overall,0.2580157034354665
trmf,0.1,62,w,0.467531211524902
trmf,0.1,62,o,8.604196055343651e-05
trmf,0.1,63,overall,0.2568339363461284
trmf,0.1,63,w,0.4650712313216159
trmf,0.1,63,o,8.87879172690619e-05
trmf,0.1,64,overall,0.25903278061280627
trmf,0.1,64,w,0.4695548769378866
trmf,0.1,64,o,8.354262159349328e-05
trmf,0.1,65,overall,0.25483803141436057
trmf,0.1,65,w,0.4613606514959099
trmf,0.1,65,o,8.537424022765825e-05
trmf,0.1,66,overall,0.25694497651982484
trmf,0.1,66,w,0.46833672872370846
trmf,0.1,66,o,8.289030928721033e-05
trmf,0.1,67,overall,0.2596355626954581
trmf,0.1,67,w,0.4690525205296015
trmf,0.1,67,o,8.93226899621253e-05
trmf,0.1,68,overall,0.2568776665583078
trmf,0.1,68,w,0.4646079314642164
trmf,0.1,68,o,8.726459092023642e-05
trmf,0.1,69,overall,0.2616483607981674
trmf,0.1,69,w,0.4715400814610796
trmf,0.1,69,o,9.331736288813729e-05
trmf,0.1,7,overall,0.2509492626109978
trmf,0.1,7,w,0.45566460156801536
trmf,0.1,7,o,9.249314939889791e-05
trmf,0.1,70,overall,0.251475198247836
trmf,0.1,70,w,0.4554697087744186
trmf,0.1,70,o,8.696594465163084e-05
trmf,0.1,71,overall,0.26141393954935155
trmf,0.1,71,w,0.47518282181662225
trmf,0.1,71,o,9.147475885924775e-05
trmf,0.1,72,overall,0.2599711946583708
trmf,0.1,72,w,0.4700092782046863
trmf,0.1,72,o,9.117832093156279e-05
trmf,0.1,73,overall,0.26119123571134834
trmf,0.1,73,w,0.4697093976947953
trmf,0.1,73,o,9.420975715131039e-05
trmf,0.1,74,overall,0.25629009681998804
trmf,0.1,74,w,0.4637158129325143
trmf,0.1,74,o,8.33601698742883e-05
trmf,0.1,75,overall,0.25517120563554097
trmf,0.1,75,w,0.4617581572095318
trmf,0.1,75,o,9.21874271489529e-05
trmf,0.1,76,overall,0.2580878240086908
trmf,0.1,76,w,0.46776755201713033
trmf,0.1,76,o,9.253431470462398e-05
trmf,0.1,77,overall,0.25116123679320446
trmf,0.1,77,w,0.45675288936980796
trmf,0.1,77,o,8.501383477758533e-05
trmf,0.1,78,overall,0.25041910289156205
trmf,0.1,78,w,0.45090786397098764
