method,pdt,repl,type,mrae
latc,0.3,32,w,0.004157889794023626
latc,0.3,32,o,0.004362001372561229
latc,0.3,33,overall,0.004296621501350526
latc,0.3,33,w,0.004216937127845194
latc,0.3,33,o,0.004422320366164671
latc,0.3,34,overall,0.004305460711741275
latc,0.3,34,w,0.004307129696381081
latc,0.3,34,o,0.004302837256714162
latc,0.3,35,overall,0.004302336319621642
latc,0.3,35,w,0.004267627569492209
latc,0.3,35,o,0.004357856562516448
latc,0.3,36,overall,0.004293959728095729
latc,0.3,36,w,0.004307357103506
latc,0.3,36,o,0.004272755832310539
latc,0.3,37,overall,0.00425723011882807
latc,0.3,37,w,0.004154844161217663
latc,0.3,37,o,0.004419302090105868
latc,0.3,38,overall,0.004286916493427666
latc,0.3,38,w,0.004276197132542829
latc,0.3,38,o,0.004304227562673029
latc,0.3,39,overall,0.004292905899196575
latc,0.3,39,w,0.00425423721754639
latc,0.3,39,o,0.004353767880548845
latc,0.3,4,overall,0.004336255175214962
latc,0.3,4,w,0.0043407820679100635
latc,0.3,4,o,0.004329103974668466
latc,0.3,40,overall,0.004346522358752904
latc,0.3,40,w,0.004353230552347564
latc,0.3,40,o,0.004335856822760901
latc,0.3,41,overall,0.004320133597633383
latc,0.3,41,w,0.0043250931641068005
latc,0.3,41,o,0.004312311104238719
latc,0.3,42,overall,0.00433475436021438
latc,0.3,42,w,0.004269629687150277
latc,0.3,42,o,0.004437489638845013
latc,0.3,43,overall,0.0043481198828164164
latc,0.3,43,w,0.004367718396219056
latc,0.3,43,o,0.00431690282946818
latc,0.3,44,overall,0.0043544659311330084
latc,0.3,44,w,0.0044144870770642
latc,0.3,44,o,0.004259497486148376
latc,0.3,45,overall,0.0042528966271848856
latc,0.3,45,w,0.004218825814991774
latc,0.3,45,o,0.00430649040429091
latc,0.3,46,overall,0.0043086398603827646
latc,0.3,46,w,0.004303974858621226
latc,0.3,46,o,0.0043159584114158345
latc,0.3,47,overall,0.004371145640238383
latc,0.3,47,w,0.004456586576053389
latc,0.3,47,o,0.004233507541470503
latc,0.3,48,overall,0.004333306518104764
latc,0.3,48,w,0.004317669334847493
latc,0.3,48,o,0.004358044289385737
latc,0.3,49,overall,0.004355688560872802
latc,0.3,49,w,0.004363997147816751
latc,0.3,49,o,0.004342475599936106
latc,0.3,5,overall,0.004337853525123757
latc,0.3,5,w,0.0043588583597102565
latc,0.3,5,o,0.0043051573310499015
latc,0.3,50,overall,0.004281326241237937
latc,0.3,50,w,0.004222219729766244
latc,0.3,50,o,0.004376063411907413
latc,0.3,51,overall,0.004271079022259445
latc,0.3,51,w,0.00422216752933648
latc,0.3,51,o,0.004348937369755112
latc,0.3,52,overall,0.004269876449287379
latc,0.3,52,w,0.004268444872049763
latc,0.3,52,o,0.0042721371800667944
latc,0.3,53,overall,0.004330103088553281
latc,0.3,53,w,0.004359458658526114
latc,0.3,53,o,0.004283594224967574
latc,0.3,54,overall,0.004370626469229608
latc,0.3,54,w,0.0044752882665090536
latc,0.3,54,o,0.004204071276645599
latc,0.3,55,overall,0.004290869260837049
latc,0.3,55,w,0.004306022310285585
latc,0.3,55,o,0.004266667222370772
latc,0.3,56,overall,0.004322729656774086
latc,0.3,56,w,0.0042631542800962915
latc,0.3,56,o,0.004417519621400217
latc,0.3,57,overall,0.004292903721252501
latc,0.3,57,w,0.00431191022187335
latc,0.3,57,o,0.004262540537753037
latc,0.3,58,overall,0.004334588105489843
latc,0.3,58,w,0.004353796662682456
latc,0.3,58,o,0.004304034677509841
latc,0.3,59,overall,0.004325691430823963
latc,0.3,59,w,0.004346291761766324
latc,0.3,59,o,0.0042932762839587
latc,0.3,6,overall,0.004315519699521667
latc,0.3,6,w,0.004371557699826936
latc,0.3,6,o,0.004228029672367582
latc,0.3,60,overall,0.004319654911176855
latc,0.3,60,w,0.004284688820298385
latc,0.3,60,o,0.004375087075656322
latc,0.3,61,overall,0.00432086654230691
latc,0.3,61,w,0.004407180669119509
latc,0.3,61,o,0.004185001368200651
latc,0.3,62,overall,0.004259808188779948
latc,0.3,62,w,0.004244249998025109
latc,0.3,62,o,0.004284442986620235
latc,0.3,63,overall,0.004308516509650469
latc,0.3,63,w,0.00437464493286752
latc,0.3,63,o,0.004203189064101945
latc,0.3,64,overall,0.004235034978563561
latc,0.3,64,w,0.004192614814144875
latc,0.3,64,o,0.004302325002438539
latc,0.3,65,overall,0.0043254384697528235
latc,0.3,65,w,0.004340007378049516
latc,0.3,65,o,0.004302578284214366
latc,0.3,66,overall,0.004299874860377085
latc,0.3,66,w,0.004347049798233195
latc,0.3,66,o,0.004226163195790783
latc,0.3,67,overall,0.00432537594297413
latc,0.3,67,w,0.00432434279266546
latc,0.3,67,o,0.004327017396216726
latc,0.3,68,overall,0.004294679915049332
latc,0.3,68,w,0.004356969180430417
latc,0.3,68,o,0.004195198568352356
latc,0.3,69,overall,0.00430412378405874
latc,0.3,69,w,0.00431942261945956
latc,0.3,69,o,0.0042795190163089965
latc,0.3,7,overall,0.004220590915037798
latc,0.3,7,w,0.004118519317208538
latc,0.3,7,o,0.004381374460455336
latc,0.3,70,overall,0.004304869691569277
latc,0.3,70,w,0.004262945696161498
latc,0.3,70,o,0.004371494692531777
latc,0.3,71,overall,0.004289154686409678
latc,0.3,71,w,0.004209716518478966
latc,0.3,71,o,0.00441401330416998
latc,0.3,72,overall,0.0043602578261306355
latc,0.3,72,w,0.004403563152635549
latc,0.3,72,o,0.004291859482532726
latc,0.3,73,overall,0.004352466165987705
latc,0.3,73,w,0.004396494525506721
latc,0.3,73,o,0.004282589685869615
latc,0.3,74,overall,0.004311155781350845
latc,0.3,74,w,0.004393660084081094
latc,0.3,74,o,0.004180978069850074
latc,0.3,75,overall,0.00429962269083527
latc,0.3,75,w,0.004354668809617313
latc,0.3,75,o,0.004212368082262229
latc,0.3,76,overall,0.004330293990718771
latc,0.3,76,w,0.004280799075137419
latc,0.3,76,o,0.004408136435839397
latc,0.3,77,overall,0.004255649764201065
latc,0.3,77,w,0.004153298753821534
latc,0.3,77,o,0.004416566105073211
latc,0.3,78,overall,0.004297198483331565
latc,0.3,78,w,0.004257023187622349
latc,0.3,78,o,0.004361433584554479
latc,0.3,79,overall,0.004222314734153795
latc,0.3,79,w,0.004132220782148239
latc,0.3,79,o,0.004366900125121788
latc,0.3,8,overall,0.004345613058267007
latc,0.3,8,w,0.004367893329974595
latc,0.3,8,o,0.004309909794436161
latc,0.3,80,overall,0.004350692229600432
latc,0.3,80,w,0.00443545007563192
latc,0.3,80,o,0.004216999177735694
latc,0.3,81,overall,0.004284096337016373
latc,0.3,81,w,0.004287164700688651
latc,0.3,81,o,0.004279365091866931
latc,0.3,82,overall,0.004323265112550589
latc,0.3,82,w,0.004359217102822281
latc,0.3,82,o,0.004265383947024919
latc,0.3,83,overall,0.004283176104356051
latc,0.3,83,w,0.004233144162492747
latc,0.3,83,o,0.004362921951036468
latc,0.3,84,overall,0.00422697293265551
latc,0.3,84,w,0.004202733609316439
latc,0.3,84,o,0.004265177585252254
latc,0.3,85,overall,0.004267025815081878
latc,0.3,85,w,0.004278272772006079
latc,0.3,85,o,0.0042491684396640484
latc,0.3,86,overall,0.004348351293275631
latc,0.3,86,w,0.004349839183918504
latc,0.3,86,o,0.004345982285826583
latc,0.3,87,overall,0.004243167655959568
latc,0.3,87,w,0.004194165591897397
latc,0.3,87,o,0.004321248429237633
latc,0.3,88,overall,0.004362476996127112
latc,0.3,88,w,0.0043880449989799515
latc,0.3,88,o,0.004322163280258232
latc,0.3,89,overall,0.004270393914985432
latc,0.3,89,w,0.004174690881193788
latc,0.3,89,o,0.004421640462565488
latc,0.3,9,overall,0.004305814127256695
latc,0.3,9,w,0.00433548830403353
latc,0.3,9,o,0.00425914133944826
latc,0.3,90,overall,0.004339595690607237
latc,0.3,90,w,0.004412093884297366
latc,0.3,90,o,0.004226202454100823
latc,0.3,91,overall,0.004328384393660811
latc,0.3,91,w,0.004387703559420957
latc,0.3,91,o,0.00423514907240662
latc,0.3,92,overall,0.004305308381103923
latc,0.3,92,w,0.0043013752448931375
latc,0.3,92,o,0.004311591958597076
latc,0.3,93,overall,0.004339060310843483
latc,0.3,93,w,0.004335274836877059
latc,0.3,93,o,0.004345062069521442
latc,0.3,94,overall,0.0042660115293371124
latc,0.3,94,w,0.004241156625793724
latc,0.3,94,o,0.004305594652637067
latc,0.3,95,overall,0.004282474575995174
latc,0.3,95,w,0.004226276431850843
latc,0.3,95,o,0.004371784556686858
latc,0.3,96,overall,0.004268563555435245
latc,0.3,96,w,0.004288807858534987
latc,0.3,96,o,0.004236732404811404
latc,0.3,97,overall,0.004312558198498775
latc,0.3,97,w,0.004322872148939546
latc,0.3,97,o,0.00429650166769202
latc,0.3,98,overall,0.0043581083219105
latc,0.3,98,w,0.00438202833462016
latc,0.3,98,o,0.004320268580248953
latc,0.3,99,overall,0.004300102405091157
latc,0.3,99,w,0.004256831267137176
latc,0.3,99,o,0.004367635609681649
latc,0.5,1,overall,0.004322407717458246
latc,0.5,1,w,0.004282230891873916
latc,0.5,1,o,0.00441240457295809
latc,0.5,10,overall,0.004310634415630021
latc,0.5,10,w,0.004291587503129055
latc,0.5,10,o,0.004352687205357277
latc,0.5,100,overall,0.004332970258391878
latc,0.5,100,w,0.004295720783214131
latc,0.5,100,o,0.004416273172056358
latc,0.5,11,overall,0.004257946981846752
latc,0.5,11,w,0.004273603147666066
latc,0.5,11,o,0.004223343377608123
latc,0.5,12,overall,0.0043325645164160684
latc,0.5,12,w,0.004272510011867579
latc,0.5,12,o,0.004462802959916281
latc,0.5,13,overall,0.004314975756319012
latc,0.5,13,w,0.004344671451617722
latc,0.5,13,o,0.004248965149777335
latc,0.5,14,overall,0.0043084874900652225
latc,0.5,14,w,0.004272998118868698
latc,0.5,14,o,0.0043872214239837485
latc,0.5,15,overall,0.004314015043118371
latc,0.5,15,w,0.004289651344005825
latc,0.5,15,o,0.004368788991271639
latc,0.5,16,overall,0.004315160057839327
latc,0.5,16,w,0.004367555291603268
latc,0.5,16,o,0.004198080664130763
latc,0.5,17,overall,0.0043229077452569195
latc,0.5,17,w,0.004302032423586794
latc,0.5,17,o,0.004369074657330274
latc,0.5,18,overall,0.004275638005640439
latc,0.5,18,w,0.004320748818017534
latc,0.5,18,o,0.004173167685276531
latc,0.5,19,overall,0.004383097803179171
latc,0.5,19,w,0.004365088887169798
latc,0.5,19,o,0.0044230311957879544
latc,0.5,2,overall,0.004318503915995906
latc,0.5,2,w,0.004304961154526525
latc,0.5,2,o,0.004348310796983361
latc,0.5,20,overall,0.00430531101122732
latc,0.5,20,w,0.004292099815805852
latc,0.5,20,o,0.004334398959154358
latc,0.5,21,overall,0.004316828314436965
latc,0.5,21,w,0.004329950002059828
latc,0.5,21,o,0.004287167546926402
latc,0.5,22,overall,0.0042996009044934695
latc,0.5,22,w,0.004280968468648459
latc,0.5,22,o,0.004340933793739267
latc,0.5,23,overall,0.004344113586780417
latc,0.5,23,w,0.004294647799498723
latc,0.5,23,o,0.004453244475784868
latc,0.5,24,overall,0.004318261416081126
latc,0.5,24,w,0.004377800873129478
latc,0.5,24,o,0.004185973496821618
latc,0.5,25,overall,0.004323817665916044
latc,0.5,25,w,0.0043532199707207375
latc,0.5,25,o,0.0042605163369027034
latc,0.5,26,overall,0.004323395986995716
latc,0.5,26,w,0.0042938004659604755
latc,0.5,26,o,0.004387684160255771
latc,0.5,27,overall,0.004319622315708887
latc,0.5,27,w,0.004380970254051855
latc,0.5,27,o,0.004184182865078536
latc,0.5,28,overall,0.004328877346248085
latc,0.5,28,w,0.00432627173275074
latc,0.5,28,o,0.0043346359031474005
latc,0.5,29,overall,0.004275429913989447
latc,0.5,29,w,0.004251501007167206
latc,0.5,29,o,0.00432950333378218
latc,0.5,3,overall,0.00430542196586407
latc,0.5,3,w,0.00438662273448915
latc,0.5,3,o,0.004127509666129278
latc,0.5,30,overall,0.00433675175717335
latc,0.5,30,w,0.0042771133722389115
latc,0.5,30,o,0.004468227450177902
latc,0.5,31,overall,0.0043051656275027135
latc,0.5,31,w,0.004343389189991405
latc,0.5,31,o,0.0042189554634841295
latc,0.5,32,overall,0.00428808972515022
latc,0.5,32,w,0.004276857530552909
latc,0.5,32,o,0.0043130603637153075
latc,0.5,33,overall,0.004317886623590966
latc,0.5,33,w,0.00425800166560323
latc,0.5,33,o,0.004450401761910017
latc,0.5,34,overall,0.004280500438348323
latc,0.5,34,w,0.004311623215478353
latc,0.5,34,o,0.004211618713227437
latc,0.5,35,overall,0.004303352201167438
latc,0.5,35,w,0.00430425957004616
latc,0.5,35,o,0.004301295984058923
latc,0.5,36,overall,0.004323509116394293
latc,0.5,36,w,0.00432027183895066
latc,0.5,36,o,0.0043306873822973185
latc,0.5,37,overall,0.00430060666174835
latc,0.5,37,w,0.004209885415483733
latc,0.5,37,o,0.004501596596888431
latc,0.5,38,overall,0.004338330866173126
latc,0.5,38,w,0.004331059299898826
latc,0.5,38,o,0.004354782224435033
latc,0.5,39,overall,0.004282652348738287
latc,0.5,39,w,0.004266565849472516
latc,0.5,39,o,0.00431819363460696
latc,0.5,4,overall,0.004365348483312771
latc,0.5,4,w,0.004329635129978116
latc,0.5,4,o,0.004444540901975002
latc,0.5,40,overall,0.004345541495462202
latc,0.5,40,w,0.004293179566966003
latc,0.5,40,o,0.004460984306614036
latc,0.5,41,overall,0.004226901043364563
latc,0.5,41,w,0.0042418939378559735
latc,0.5,41,o,0.00419396417637353
latc,0.5,42,overall,0.0043292621157614486
latc,0.5,42,w,0.004356841003440173
latc,0.5,42,o,0.004268622113330684
latc,0.5,43,overall,0.004373807416490936
latc,0.5,43,w,0.004350465264698978
latc,0.5,43,o,0.004425526197431137
latc,0.5,44,overall,0.004308756559760757
latc,0.5,44,w,0.00437850926358641
latc,0.5,44,o,0.004152678055812763
latc,0.5,45,overall,0.004299126780621921
latc,0.5,45,w,0.0042470739764458015
latc,0.5,45,o,0.004413233455592557
latc,0.5,46,overall,0.004269530653742368
latc,0.5,46,w,0.004306189855181629
latc,0.5,46,o,0.004187942082644753
latc,0.5,47,overall,0.004363845187584376
latc,0.5,47,w,0.004390201453627035
latc,0.5,47,o,0.004305018896473601
latc,0.5,48,overall,0.004358812569734427
latc,0.5,48,w,0.00434704134874597
latc,0.5,48,o,0.004384732647614285
latc,0.5,49,overall,0.004289904305284858
latc,0.5,49,w,0.004334915874882165
latc,0.5,49,o,0.00419015212171546
latc,0.5,5,overall,0.004310412378377374
latc,0.5,5,w,0.004317771255831912
latc,0.5,5,o,0.004294323717555615
latc,0.5,50,overall,0.004328918137132106
latc,0.5,50,w,0.004332181587010987
latc,0.5,50,o,0.004321599595823224
latc,0.5,51,overall,0.004307716577128379
latc,0.5,51,w,0.004244336220867266
latc,0.5,51,o,0.0044490985829802486
latc,0.5,52,overall,0.004283497631128053
latc,0.5,52,w,0.004281783785427279
latc,0.5,52,o,0.004287289298880596
latc,0.5,53,overall,0.004239541226114657
latc,0.5,53,w,0.004261152418727104
latc,0.5,53,o,0.004191427391972034
latc,0.5,54,overall,0.004354431799024381
latc,0.5,54,w,0.004453077408992716
latc,0.5,54,o,0.004134180001462068
latc,0.5,55,overall,0.004255936299890617
latc,0.5,55,w,0.004240796710475721
latc,0.5,55,o,0.00428984081993397
latc,0.5,56,overall,0.004364769621757502
latc,0.5,56,w,0.004322372266757358
latc,0.5,56,o,0.004458719773726364
latc,0.5,57,overall,0.004268081654481924
latc,0.5,57,w,0.0042767803219544666
latc,0.5,57,o,0.0042486825298487735
latc,0.5,58,overall,0.004272051694164309
latc,0.5,58,w,0.0042658314870678525
latc,0.5,58,o,0.004285731301584434
latc,0.5,59,overall,0.004333478481439257
latc,0.5,59,w,0.004311613582687938
latc,0.5,59,o,0.004381803454208416
latc,0.5,6,overall,0.004302571381524159
latc,0.5,6,w,0.0043164235668935805
latc,0.5,6,o,0.004271927516761412
latc,0.5,60,overall,0.004323308809972321
latc,0.5,60,w,0.00430547897132742
latc,0.5,60,o,0.004362736470158417
latc,0.5,61,overall,0.00429446462451369
latc,0.5,61,w,0.004290030667331678
latc,0.5,61,o,0.004304289159415583
latc,0.5,62,overall,0.004276838099777259
latc,0.5,62,w,0.004282812640635713
latc,0.5,62,o,0.004263460601809061
latc,0.5,63,overall,0.004351104113663682
latc,0.5,63,w,0.004356114597921051
latc,0.5,63,o,0.004339840635994209
latc,0.5,64,overall,0.004248385444636473
latc,0.5,64,w,0.004246772595636693
latc,0.5,64,o,0.004251966903513226
latc,0.5,65,overall,0.004294469873122416
latc,0.5,65,w,0.0043074111422531074
latc,0.5,65,o,0.00426586731473087
latc,0.5,66,overall,0.0043301558746074685
latc,0.5,66,w,0.00432352040221453
latc,0.5,66,o,0.004344766327578876
latc,0.5,67,overall,0.004341730062035476
latc,0.5,67,w,0.004347003405751421
latc,0.5,67,o,0.004330168595443762
latc,0.5,68,overall,0.004309797948305453
latc,0.5,68,w,0.004344850246288329
latc,0.5,68,o,0.0042307497309809015
latc,0.5,69,overall,0.00429793794067865
latc,0.5,69,w,0.004327913246904108
latc,0.5,69,o,0.004230205433212113
latc,0.5,7,overall,0.00432232472053039
latc,0.5,7,w,0.004273731342108983
latc,0.5,7,o,0.004430153018116751
latc,0.5,70,overall,0.004279530011162393
latc,0.5,70,w,0.004259587178659319
latc,0.5,70,o,0.004324273038292902
latc,0.5,71,overall,0.0042668665803439745
latc,0.5,71,w,0.0042741671689647065
latc,0.5,71,o,0.004250782105855924
latc,0.5,72,overall,0.004299700285884302
latc,0.5,72,w,0.004363371479768525
latc,0.5,72,o,0.004158953554790296
latc,0.5,73,overall,0.004309635369520169
latc,0.5,73,w,0.004325522328866189
latc,0.5,73,o,0.004274222846714044
latc,0.5,74,overall,0.004327649603457457
latc,0.5,74,w,0.004385522504701824
latc,0.5,74,o,0.004197717526816751
latc,0.5,75,overall,0.0043081781859939695
latc,0.5,75,w,0.004325025031556718
latc,0.5,75,o,0.004270349332531707
latc,0.5,76,overall,0.004326211245943963
latc,0.5,76,w,0.0043067897353239485
latc,0.5,76,o,0.004368820560129143
latc,0.5,77,overall,0.004345687932990607
latc,0.5,77,w,0.004303961321529226
latc,0.5,77,o,0.0044383079849804425
latc,0.5,78,overall,0.004255285359451909
latc,0.5,78,w,0.004260200399665099
latc,0.5,78,o,0.004244317245916668
latc,0.5,79,overall,0.00432709195921839
latc,0.5,79,w,0.004278717431367979
latc,0.5,79,o,0.004435657104634571
latc,0.5,8,overall,0.004346889129768509
latc,0.5,8,w,0.0043497194578395884
latc,0.5,8,o,0.004340612919847967
latc,0.5,80,overall,0.004336054292239032
latc,0.5,80,w,0.004425196659696017
latc,0.5,80,o,0.004138336465532099
latc,0.5,81,overall,0.004318128629740619
latc,0.5,81,w,0.004322518435113819
latc,0.5,81,o,0.004308538595118286
latc,0.5,82,overall,0.004310408280353316
latc,0.5,82,w,0.004360532606843856
latc,0.5,82,o,0.004197969073236122
latc,0.5,83,overall,0.004333590594162472
latc,0.5,83,w,0.004316490092739704
latc,0.5,83,o,0.004371356757439491
latc,0.5,84,overall,0.004269050556971452
latc,0.5,84,w,0.004232962139712286
latc,0.5,84,o,0.004349866167162318
latc,0.5,85,overall,0.004254918866211569
latc,0.5,85,w,0.004235270703670108
latc,0.5,85,o,0.004298785722636674
latc,0.5,86,overall,0.004367101736067619
latc,0.5,86,w,0.004340380772130817
latc,0.5,86,o,0.004426565663999869
latc,0.5,87,overall,0.004304397252506309
latc,0.5,87,w,0.004326109497456938
latc,0.5,87,o,0.004255971659168633
latc,0.5,88,overall,0.0042903715605600665
latc,0.5,88,w,0.004289218316453687
latc,0.5,88,o,0.004292908824277071
latc,0.5,89,overall,0.004250894998450374
latc,0.5,89,w,0.004191324980319392
latc,0.5,89,o,0.004383879064562083
latc,0.5,9,overall,0.0043085333350417095
latc,0.5,9,w,0.004321187487045806
latc,0.5,9,o,0.004280368165292116
latc,0.5,90,overall,0.004286014437470021
latc,0.5,90,w,0.004350033054635328
latc,0.5,90,o,0.004146293697995541
latc,0.5,91,overall,0.004328075904640327
latc,0.5,91,w,0.0043305173290341505
latc,0.5,91,o,0.0043226707652561395
latc,0.5,92,overall,0.0043270777004344695
latc,0.5,92,w,0.004322952071828548
latc,0.5,92,o,0.004336285482211484
latc,0.5,93,overall,0.004350832287341545
latc,0.5,93,w,0.004374706990142077
latc,0.5,93,o,0.00429835413023573
latc,0.5,94,overall,0.004226714047312841
latc,0.5,94,w,0.004251184374170636
latc,0.5,94,o,0.004171839958424892
latc,0.5,95,overall,0.004290252632392485
latc,0.5,95,w,0.00427027230363831
latc,0.5,95,o,0.0043346580898607715
latc,0.5,96,overall,0.004318757885017565
latc,0.5,96,w,0.004336270125624456
latc,0.5,96,o,0.004279930587725128
latc,0.5,97,overall,0.004250056107939126
latc,0.5,97,w,0.004265734052822237
latc,0.5,97,o,0.004215211323396096
latc,0.5,98,overall,0.0043269348765675895
latc,0.5,98,w,0.004362742691826089
latc,0.5,98,o,0.004247538252925677
latc,0.5,99,overall,0.004330892109543157
latc,0.5,99,w,0.0043194437516376576
latc,0.5,99,o,0.004356138717215303
